name,type,address,lng,lat,province,city,district,
盘欣家园,商务住宅;住宅区;住宅小区,盘新路88号(公交车站),118.721603,32.207473,江苏省,南京市,浦口区,
儒林学士府,商务住宅;住宅区;住宅小区,盘城新街108号,118.716393,32.207058,江苏省,南京市,浦口区,
南京信息工程大学晖园,商务住宅;住宅区;宿舍,盘城新街与盘新路交叉口东南200米,118.720022,32.205806,江苏省,南京市,浦口区,
南京信息工程大学留学生公寓,商务住宅;住宅区;宿舍,宁六路219号南京信息工程大学,118.715795,32.205309,江苏省,南京市,浦口区,
教师家属宿舍15幢,商务住宅;住宅区;宿舍,,118.714326,32.204332,江苏省,南京市,浦口区,
教师家属宿舍1幢,商务住宅;住宅区;宿舍,,118.715047,32.204992,江苏省,南京市,浦口区,
家属宿舍2幢,商务住宅;住宅区;宿舍,盘城后街,118.715097,32.204736,江苏省,南京市,浦口区,
教师家属宿舍10幢,商务住宅;住宅区;宿舍,盘城后街东200米,118.715013,32.20563,江苏省,南京市,浦口区,
南京信息工程大学大学生创业园,商务住宅;产业园区;产业园区,盘新路东100米,118.72193,32.20705,江苏省,南京市,浦口区,
盘锦花园(西门),商务住宅;商务住宅相关;商务住宅相关,盘新路26号,118.717823,32.208038,江苏省,南京市,浦口区,
南京信息工程大学晖园北区,商务住宅;住宅区;宿舍,盘城新街附近,118.719985,32.205846,江苏省,南京市,浦口区,
南京信息工程大学晖园南区,商务住宅;住宅区;宿舍,盘城新街附近,118.72023,32.205143,江苏省,南京市,浦口区,
教师家属宿舍4幢,商务住宅;住宅区;宿舍,盘城后街,118.715016,32.204286,江苏省,南京市,浦口区,
教师家属宿舍3幢,商务住宅;住宅区;宿舍,盘城后街,118.715011,32.204495,江苏省,南京市,浦口区,
徐窑花园,商务住宅;住宅区;住宅小区,六合大厂区徐窑花园,118.714529,32.213619,江苏省,南京市,浦口区,
鑫庭雅苑,商务住宅;住宅区;住宅小区,盘城镇杨新路5号,118.730695,32.209884,江苏省,南京市,浦口区,
福基瑞景园,商务住宅;住宅区;住宅小区,杨新路66号(公交车站),118.731995,32.207275,江苏省,南京市,六合区,
福基紫景园,商务住宅;住宅区;住宅小区,杨新路77号(公交车站),118.731616,32.209228,江苏省,南京市,六合区,
宝润花园(泰亿步行街),商务住宅;住宅区;住宅小区,新华西路76-3号,118.733936,32.214166,江苏省,南京市,六合区,
鑫港大厦,商务住宅;楼宇;商务写字楼,杨新路与江北大道快速路交叉口东150米,118.729877,32.208454,江苏省,南京市,浦口区,
福基国际花园,商务住宅;住宅区;住宅小区,杨新路60号,118.73141,32.2077,江苏省,南京市,六合区,
徐窑小区,商务住宅;住宅区;住宅小区,盘城街道宁六路298号,118.731537,32.212369,江苏省,南京市,浦口区,
杨庄西村小区,商务住宅;住宅区;住宅小区,大厂扬新路,118.732661,32.209396,江苏省,南京市,六合区,
南钢三村,商务住宅;楼宇;商住两用楼宇|商务住宅;住宅区;住宅区,盘新路84号附近,118.727659,32.209473,江苏省,南京市,浦口区,
福基紫景园北区,商务住宅;住宅区;住宅小区,杨新路77号,118.731743,32.208268,江苏省,南京市,六合区,
桂馨园(杨新路),商务住宅;住宅区;住宅小区,新华西路326号,118.734215,32.206824,江苏省,南京市,六合区,
湖滨村(旭东路),商务住宅;住宅区;住宅小区,大厂镇凤南街,118.739962,32.204526,江苏省,南京市,六合区,
新庄东村,商务住宅;住宅区;住宅小区,沿江工业开发区杨新路151号,118.735964,32.209006,江苏省,南京市,六合区,
化建新一村,商务住宅;住宅区;住宅小区,杨新路229号,118.740606,32.210381,江苏省,南京市,六合区,
宝润花园(泰亿步行街),商务住宅;住宅区;住宅小区,新华西路76-3号,118.733936,32.214166,江苏省,南京市,六合区,
杨庄南村,商务住宅;住宅区;住宅小区,杨新路(公交车站),118.735592,32.210193,江苏省,南京市,六合区,
杨庄北村小区,商务住宅;住宅区;住宅小区,杨庄北村,118.738097,32.211609,江苏省,南京市,六合区,
湖滨新寓,商务住宅;住宅区;住宅小区,湖滨路,118.739757,32.204397,江苏省,南京市,六合区,
新庄西村,商务住宅;住宅区;住宅区,新庄西村(杨新路147号旁),118.734758,32.207616,江苏省,南京市,六合区,
风南小区,商务住宅;住宅区;住宅小区,杨新路252号,118.742241,32.208393,江苏省,南京市,六合区,
工业开发区,商务住宅;产业园区;产业园区,新华西路120号,118.739935,32.213374,江苏省,南京市,六合区,
杨庄新村东苑,商务住宅;住宅区;住宅小区,杨庄新村生活区东苑附近,118.73771,32.213095,江苏省,南京市,六合区,
杨庄新村西苑,商务住宅;住宅区;住宅小区,沿江工业开发区,118.734336,32.212873,江苏省,南京市,六合区,
凤南园,商务住宅;住宅区;住宅区,杨新路400号(公交车站),118.748601,32.206586,江苏省,南京市,六合区,
凤南公寓1号,商务住宅;住宅区;宿舍,杨新路398号,118.748798,32.206437,江苏省,南京市,六合区,
凤南路小区,商务住宅;住宅区;住宅小区,凤南路,118.74658,32.205848,江苏省,南京市,六合区,
五村宿舍,商务住宅;住宅区;宿舍,凤滨路与杨新路交叉口西南100米,118.750717,32.204683,江苏省,南京市,六合区,
凤滨嘉园,商务住宅;住宅区;住宅小区,凤滨路18号(九龙公园对面),118.745189,32.205161,江苏省,南京市,六合区,
吴家洼,商务住宅;住宅区;住宅小区,凤凰南路,118.7582,32.2128,江苏省,南京市,六合区,
悦力产业大楼,商务住宅;楼宇;商务写字楼,凤凰南路西200米,118.755455,32.209283,江苏省,南京市,六合区,
百悦家花园,商务住宅;住宅区;住宅小区,育英路299号,118.756242,32.212574,江苏省,南京市,六合区,
沿江工业开发区百阅家园,商务住宅;住宅区;住宅区,沿江工业开发区百阅家园4栋608室,118.75573,32.21193,江苏省,南京市,六合区,
江苏省栖霞现代农业产业园,商务住宅;产业园区;产业园区,中心路西50米,118.820535,32.206845,江苏省,南京市,栖霞区,
龙袍镇长江社区,商务住宅;住宅区;住宅小区,水杉路,118.992327,32.206023,江苏省,南京市,六合区,
南京信息工程大学滨江学院大学生创业园,商务住宅;产业园区;产业园区,,118.706959,32.203939,江苏省,南京市,浦口区,
南京信息工程大学沁园,商务住宅;住宅区;宿舍,龙山北路西200米,118.713284,32.201146,江苏省,南京市,浦口区,
南京信息工程大学文园,商务住宅;住宅区;宿舍,龙山北路,118.707628,32.202915,江苏省,南京市,浦口区,
南京信息工程大学文园5幢,商务住宅;住宅区;宿舍,龙山北路南京信息工程大学文园附近,118.707335,32.20258,江苏省,南京市,浦口区,
南京信息工程大学文园19幢,商务住宅;住宅区;宿舍,,118.706495,32.202177,江苏省,南京市,浦口区,
南京信息工程大学文园18幢,商务住宅;住宅区;宿舍,,118.708065,32.203943,江苏省,南京市,浦口区,
南京信息工程大学文园6-7幢,商务住宅;住宅区;宿舍,盘城南路,118.707282,32.203076,江苏省,南京市,浦口区,
南京信息工程大学文园3-4幢,商务住宅;住宅区;宿舍,盘城南路,118.706433,32.202558,江苏省,南京市,浦口区,
南京信息工程大学文园11幢,商务住宅;住宅区;宿舍,,118.707187,32.204145,江苏省,南京市,浦口区,
陆楼14号,商务住宅;商务住宅相关;商务住宅相关,盘城新街与丁永线交叉口西行100米路北南信台球城3楼,118.719292,32.202147,江苏省,南京市,浦口区,
臻善一号,商务住宅;商务住宅相关;商务住宅相关,龙山北路11号(南京信息工程大学中苑南门向东),118.718939,32.201751,江苏省,南京市,浦口区,
教师家属宿舍14幢,商务住宅;住宅区;宿舍,,118.714401,32.204071,江苏省,南京市,浦口区,
教师家属宿舍12幢,商务住宅;住宅区;宿舍,,118.714469,32.203537,江苏省,南京市,浦口区,
教师家属宿舍11幢,商务住宅;住宅区;宿舍,,118.714515,32.203313,江苏省,南京市,浦口区,
教师家属宿舍6幢,商务住宅;住宅区;宿舍,盘城后街,118.71507,32.203891,江苏省,南京市,浦口区,
教师家属宿舍7幢,商务住宅;住宅区;宿舍,盘城后街,118.71507,32.203655,江苏省,南京市,浦口区,
南信大教师公寓,商务住宅;商务住宅相关;商务住宅相关,盘城新街114号,118.720178,32.203112,江苏省,南京市,浦口区,
盘金华府,商务住宅;住宅区;住宅小区,新华西路458号(新华路西侧),118.732068,32.203262,江苏省,南京市,浦口区,
盘龙山庄,商务住宅;住宅区;住宅小区,水上高新宁六路268号,118.729626,32.199418,江苏省,南京市,浦口区,
盘金华府2期,商务住宅;住宅区;住宅区,新华西路458号(公交车站),118.733556,32.202492,江苏省,南京市,浦口区,
盘金华府1期,商务住宅;住宅区;住宅区,新华西路454号,118.733624,32.202526,江苏省,南京市,六合区,
南京市高新技术开发区,商务住宅;产业园区;产业园区,宁六路268号,118.728935,32.197313,江苏省,南京市,浦口区,
小区(凤南街),商务住宅;住宅区;住宅小区,凤滨路与凤南街交汇处,118.739987,32.200211,江苏省,南京市,六合区,
湖滨村(湖滨路),商务住宅;住宅区;住宅小区,杨庄湖滨村(公交车站),118.740498,32.199567,江苏省,南京市,六合区,
湖滨小区,商务住宅;住宅区;住宅小区,湖滨路12号,118.738808,32.200897,江苏省,南京市,六合区,
凤南小区(凤南街),商务住宅;住宅区;住宅小区,杨新路252号,118.740491,32.200398,江苏省,南京市,六合区,
湖滨六号院,商务住宅;住宅区;住宅区,凤滨路南100米,118.73869,32.201465,江苏省,南京市,六合区,
湖滨七号院,商务住宅;住宅区;住宅小区,凤南街与凤滨路交叉口西南200米,118.739322,32.201865,江苏省,南京市,六合区,
南钢三村小区,商务住宅;住宅区;住宅小区,南钢三村,118.741855,32.198087,江苏省,南京市,六合区,
北山坡宿舍2幢,商务住宅;住宅区;宿舍,幸福路与康乐路交叉口西北150米,118.742435,32.198459,江苏省,南京市,六合区,
九龙洼,商务住宅;住宅区;住宅小区,南钢湖傧路九龙洼(公交车站),118.741286,32.196628,江苏省,南京市,六合区,
金鹏公寓,商务住宅;住宅区;宿舍,大厂街道卸甲甸街道,118.743047,32.19928,江苏省,南京市,六合区,
湖滨村8号院,商务住宅;住宅区;住宅小区,凤滨路181号附近,118.73923,32.202851,江苏省,南京市,六合区,
南钢四村2号院,商务住宅;住宅区;住宅小区,康乐路35号附近,118.74301,32.200954,江苏省,南京市,六合区,
南钢四村小区,商务住宅;住宅区;住宅小区,卸甲甸大厂村,118.74368,32.199539,江苏省,南京市,六合区,
湖滨九号院,商务住宅;住宅区;住宅区,凤滨路157号附近,118.740119,32.203146,江苏省,南京市,六合区,
南钢一村小区,商务住宅;住宅区;住宅小区,幸福路与环山路交叉口东南100米,118.743927,32.196927,江苏省,南京市,六合区,
卸甲山庄,商务住宅;住宅区;住宅小区,凤滨路158号,118.741822,32.203509,江苏省,南京市,六合区,
南钢六村小区,商务住宅;住宅区;住宅小区,凤滨路附近,118.735889,32.203502,江苏省,南京市,六合区,
创业街A区55号,商务住宅;商务住宅相关;商务住宅相关,凤南街62号附近,118.740884,32.201375,江苏省,南京市,六合区,
创业街A区56号,商务住宅;商务住宅相关;商务住宅相关,凤南街62号附近,118.741032,32.201447,江苏省,南京市,六合区,
创业街A区54号,商务住宅;商务住宅相关;商务住宅相关,凤南街60号附近,118.740737,32.201304,江苏省,南京市,六合区,
创业街A区53号,商务住宅;商务住宅相关;商务住宅相关,凤南街58号附近,118.740589,32.201232,江苏省,南京市,六合区,
南刚科技楼,商务住宅;楼宇;商务写字楼,凤滨路51号,118.747174,32.203431,江苏省,南京市,六合区,
南钢五村,商务住宅;住宅区;住宅区,卸甲甸南钢五村,118.751217,32.204197,江苏省,南京市,六合区,
南钢二村,商务住宅;住宅区;住宅区,近郊幸福路,118.747752,32.202194,江苏省,南京市,六合区,
光明社区,商务住宅;住宅区;住宅小区,跃进路东50米,118.836363,32.197652,江苏省,南京市,栖霞区,
太华园,商务住宅;住宅区;住宅小区,西街28号,118.950082,32.195896,江苏省,南京市,六合区,
龙袍中心转盘,商务住宅;商务住宅相关;商务住宅相关,青玉线,118.952984,32.197071,江苏省,南京市,六合区,
园心园,商务住宅;商务住宅相关;商务住宅相关,龙江路3号,118.954006,32.196946,江苏省,南京市,六合区,
六合茉莉花园,商务住宅;商务住宅相关;商务住宅相关,洲滩渡假村南,118.993771,32.199697,江苏省,南京市,六合区,
雅居乐林语城,商务住宅;住宅区;住宅区,汊河新城,118.592895,32.189862,江苏省,南京市,浦口区,
南京市观赏鱼科技园,商务住宅;产业园区;产业园区,跃进中路南50米,118.659543,32.194017,江苏省,南京市,浦口区,
南京高新技术产业开发区,商务住宅;产业园区;产业园区,星火北路与永锦路交叉口南200米,118.696169,32.188389,江苏省,南京市,浦口区,
南京生物医药谷加速器2期,商务住宅;产业园区;产业园区,星火北路与永锦路交叉口南200米南京高新技术产业开发区附近,118.695827,32.188557,江苏省,南京市,浦口区,
朗诗未来街区,商务住宅;住宅区;住宅小区,星火北路新锦湖路交叉口,118.712419,32.186666,江苏省,南京市,浦口区,
南京市高新技术开发区,商务住宅;产业园区;产业园区,宁六路138号,118.721973,32.184738,江苏省,南京市,浦口区,
绿地悦峰公馆,商务住宅;商务住宅相关;商务住宅相关,何庄路,118.728172,32.18799,江苏省,南京市,浦口区,
南钢集团(十四号门),商务住宅;商务住宅相关;商务住宅相关,A8路与B1路交叉口西50米,118.731296,32.186771,江苏省,南京市,浦口区,
南钢生产区十号岗门,商务住宅;产业园区;产业园区,九龙路东50米,118.741726,32.192089,江苏省,南京市,六合区,
家春秋,商务住宅;住宅区;住宅小区,八卦洲街86号(八卦洲小城镇长江路以北),118.809211,32.189283,江苏省,南京市,栖霞区,
家春秋,商务住宅;住宅区;住宅小区,栖霞八卦洲小城镇,118.814402,32.190843,江苏省,南京市,栖霞区,
幸福家园,商务住宅;住宅区;住宅小区,跃进西路与跃进路交叉口南200米,118.831923,32.18591,江苏省,南京市,栖霞区,
绿水湾小区,商务住宅;住宅区;住宅小区,国余线附近,118.5939,32.183833,江苏省,南京市,浦口区,
埔义生态园办公楼,商务住宅;楼宇;商务写字楼,中心西街5号,118.61212,32.18408,江苏省,南京市,浦口区,
惠通创意产业园,商务住宅;产业园区;产业园区,新锦湖路8号,118.680407,32.182122,江苏省,南京市,浦口区,
南京信息工程大学滨江学院花旗营校区女生公寓,商务住宅;住宅区;宿舍,,118.681637,32.176867,江苏省,南京市,浦口区,
南京信息工程大学滨江学院花旗营校区男生公寓,商务住宅;住宅区;宿舍,,118.681542,32.1765,江苏省,南京市,浦口区,
裕民家园,商务住宅;住宅区;住宅小区,龙泰路22号,118.686383,32.177852,江苏省,南京市,浦口区,
永丰公寓,商务住宅;住宅区;住宅小区,永锦路1号,118.688188,32.17449,江苏省,南京市,浦口区,
南京生物医药谷研发楼,商务住宅;楼宇;商务写字楼,新锦湖路3-1号附近,118.69491,32.18293,江苏省,南京市,浦口区,
新城·香溢紫郡,商务住宅;住宅区;住宅小区,星火北路8号,118.698761,32.176846,江苏省,南京市,浦口区,
新城香槟广场,商务住宅;住宅区;住宅小区,学府路(星火路口),118.698087,32.174716,江苏省,南京市,浦口区,
中丹生命科学产业园B座,商务住宅;产业园区;产业园区,新锦湖路3号,118.694862,32.182943,江苏省,南京市,浦口区,
新城·香溢紫郡南区,商务住宅;住宅区;住宅小区,学府路与星火路交汇处新城·香溢紫郡附近,118.698876,32.176539,江苏省,南京市,浦口区,
新城香溢紫郡雅苑,商务住宅;住宅区;住宅小区,新锦湖路南200米,118.699346,32.181023,江苏省,南京市,浦口区,
南京新生态生命科学园,商务住宅;产业园区;产业园区,新锦湖路与永新路交叉口东北150米,118.695156,32.182945,江苏省,南京市,浦口区,
南京生物医药谷北区,商务住宅;产业园区;产业园区,星火北路附近,118.695459,32.184188,江苏省,南京市,浦口区,
南京生物医药谷南区,商务住宅;产业园区;产业园区,新锦湖路与永新路交叉口东北150米,118.695156,32.182945,江苏省,南京市,浦口区,
香溢紫郡雅苑2期,商务住宅;商务住宅相关;商务住宅相关,星火路,118.698427,32.178455,江苏省,南京市,浦口区,
弘阳时光里,商务住宅;住宅区;住宅小区,蓝海路与高新北路交汇处,118.710982,32.181569,江苏省,南京市,浦口区,
亚泰山语湖,商务住宅;住宅区;住宅小区,永新路与蓝海路交汇处,118.706094,32.183479,江苏省,南京市,浦口区,
新城花漾紫郡,商务住宅;住宅区;住宅小区,新锦湖路南京朗诗未来街区东南侧,118.711793,32.184063,江苏省,南京市,浦口区,
招商兰溪谷,商务住宅;住宅区;住宅小区,新锦湖路,118.70756,32.184026,江苏省,南京市,浦口区,
绿地悦峰公馆,商务住宅;住宅区;住宅小区,新锦湖路,118.713464,32.181528,江苏省,南京市,浦口区,
弘阳G68地块,商务住宅;住宅区;住宅区,高新区高新北路以西、南大浦口校区以东(3-5)地块,118.710084,32.178009,江苏省,南京市,浦口区,
招商·兰溪谷Ⅱ期,商务住宅;住宅区;住宅小区,新锦湖路东200米,118.708884,32.184001,江苏省,南京市,浦口区,
南京大学浦口校区3栋宿舍,商务住宅;住宅区;宿舍,育英路附近,118.705964,32.177736,江苏省,南京市,浦口区,
富乐盛学府路项目,商务住宅;住宅区;住宅区,南京高新技术开发区,118.71543,32.174583,江苏省,南京市,浦口区,
绿地新里·悦峰公馆,商务住宅;住宅区;住宅小区,地铁S8号线高新站2号出口向西500米,118.719209,32.177696,江苏省,南京市,浦口区,
旭日学府,商务住宅;住宅区;住宅区,"宁六路75号(高新技术开发区内,宁六公路西侧,学府路北侧)",118.717838,32.175811,江苏省,南京市,浦口区,
墩子61号,商务住宅;商务住宅相关;商务住宅相关,学府路54号附近,118.714713,32.176527,江苏省,南京市,浦口区,
南京艺之行艺术学校-宿舍楼,商务住宅;住宅区;宿舍,宁王线东50米,118.724608,32.183118,江苏省,南京市,浦口区,
江苏省栖霞现代农业产业园,商务住宅;产业园区;产业园区,鹂岛路270号,118.7958,32.17948,江苏省,南京市,栖霞区,
八卦洲创业园,商务住宅;产业园区;产业园区,鹂岛路270号,118.79611,32.179561,江苏省,南京市,栖霞区,
丽岛新城(西门),商务住宅;商务住宅相关;商务住宅相关,集镇北路,118.813655,32.174632,江苏省,南京市,栖霞区,
丽岛新城,商务住宅;住宅区;住宅小区,鹂岛路86号,118.815696,32.174353,江苏省,南京市,栖霞区,
东江造船产业园,商务住宅;产业园区;产业园区,环洲路南100米,118.85471,32.176809,江苏省,南京市,栖霞区,
泰山街道科技创新园区,商务住宅;产业园区;产业园区,浦泗路18号,118.68141,32.166009,江苏省,南京市,浦口区,
慧港中心电商创业园,商务住宅;产业园区;产业园区,浦泗路19号A1幢,118.679924,32.164308,江苏省,南京市,浦口区,
南京龙威工业园,商务住宅;产业园区;产业园区|公司企业;公司;公司,高新技术开发区龙泰路8号,118.683656,32.173251,江苏省,南京市,浦口区,
苏美达科技工业园,商务住宅;产业园区;产业园区,高科八路1,118.702229,32.172121,江苏省,南京市,浦口区,
浦口区高新技术开发区,商务住宅;产业园区;产业园区,新科二路23号,118.70196,32.16988,江苏省,南京市,浦口区,
东方激光产业园,商务住宅;产业园区;产业园区,浦泗公路8-8,118.702668,32.165412,江苏省,南京市,浦口区,
